Date,City,PM2.5,PM10,NO2,SO2,CO,O3,AQI,AQI_Category,Unhealthy
2015-01-01,Rajendranagar,112.8487544990952,268.0702862311431,54.08349751669356,50.74561409181089,1.7213467296995921,40.06694956760625,125.33593232954101,Unhealthy for Sensitive Groups,1
2015-01-02,Rajendranagar,233.91991861840864,305.3509807824312,16.289195343271594,59.67902300296085,2.1327532721466747,36.21452700301633,162.8157560753118,Unhealthy for Sensitive Groups,1
2015-01-03,Rajendranagar,215.72998731135513,13.891722896795255,23.71533080497781,77.1854489417087,2.657233863444644,18.097055097486482,89.81172268039603,Moderate,0
2015-01-04,Rajendranagar,77.79482032767788,229.2083898170027,108.69312787344874,30.25016501794382,3.7077715040387655,61.921858179047625,111.50431176410461,Moderate,0
2015-01-05,Rajendranagar,235.96928466310578,185.59915599572724,10.286852369714676,9.09296509321721,2.221567944214561,95.75234634242558,139.61942286765972,Unhealthy for Sensitive Groups,1
2015-01-06,Rajendranagar,47.43445812795372,41.27020549194235,123.97069974963985,52.77579612704647,0.9810092861258695,22.7855448498756,40.03270948016413,Good,0
2015-01-07,Rajendranagar,189.33175971223162,161.3148363792791,30.676927032607026,41.3990133480325,0.834327714544103,60.33716848691443,95.21195287812175,Moderate,0
2015-01-08,Rajendranagar,25.030962827473616,298.95258189930786,20.806974267934663,4.834578368666912,0.6198510447449652,41.344715382687234,94.72368454642977,Moderate,0
2015-01-09,Rajendranagar,240.9632023393476,373.9499842261294,147.69297227514457,28.830411632676874,2.7067427595268314,91.12481711295914,210.33247564263257,Unhealthy,1
2015-01-10,Rajendranagar,218.98869333000684,40.01895105854089,63.81856261984944,61.3162392895332,3.9617828057315734,22.00497553839336,100.55047705092402,Moderate,0
2015-01-11,Rajendranagar,64.77746262787548,192.8195065311573,110.88214907480113,51.00011457325743,2.8014552142477895,59.104761798443555,131.28465138424866,Unhealthy for Sensitive Groups,1
2015-01-12,Rajendranagar,234.55466664261039,89.73486526106649,23.82926694559275,60.75840868658205,2.8571749033745744,64.78187750945207,106.16949837692206,Moderate,0
2015-01-13,Rajendranagar,150.12583050537376,267.20919976990035,77.25828910266439,70.27833271225933,3.4651621984261314,63.08016407002706,150.04984371176266,Unhealthy for Sensitive Groups,1
2015-01-14,Rajendranagar,239.13461706628956,106.5483104091557,139.07305971365233,11.553550514323184,2.3924609981310105,28.432137244525023,139.10729890569488,Unhealthy for Sensitive Groups,1
2015-01-15,Rajendranagar,130.49437059910525,241.99047800574473,144.99005201709008,35.45321964531642,0.1733098714558735,99.2797308113366,166.499493637053,Unhealthy for Sensitive Groups,1
2015-01-16,Rajendranagar,184.0093750086153,78.29802465083776,32.911506842194925,36.16662522241645,1.0332392854472252,22.567809718862527,59.95080022870384,Good,0
2015-01-17,Rajendranagar,230.60772271484328,349.50551684505984,71.2487704019037,14.706407049236736,1.0769660131520724,42.498967656382014,174.37027046122253,Unhealthy for Sensitive Groups,1
2015-01-18,Rajendranagar,219.050892975653,125.94340821986012,140.2658150683618,75.57818872618368,4.620244591882265,77.94808598342469,138.89909621981494,Unhealthy for Sensitive Groups,1
2015-01-19,Rajendranagar,147.9253474488041,232.05717086109027,24.606510488363934,22.907680615533746,4.037354706449496,92.03086031093554,130.87886426175896,Unhealthy for Sensitive Groups,1
2015-01-20,Rajendranagar,153.53196974898947,35.804423645431775,26.259110788177132,25.88666112781523,1.9771970245938641,39.596075938809065,46.85381197824273,Good,0
2015-01-21,Rajendranagar,230.85918758066362,270.91871155835224,7.349057614222746,40.45265141573095,2.04841143009049,52.941679065611496,173.7323920601299,Unhealthy for Sensitive Groups,1
2015-01-22,Rajendranagar,176.7374372074844,161.89793901194395,45.687117919497815,45.84729079855163,1.3090623612701664,42.68702764817643,110.27147624474681,Moderate,0
2015-01-23,Rajendranagar,175.31041574166048,187.0560653678826,66.89973553437888,34.56096614392408,0.9852090202467345,47.27804988741791,128.65493398900028,Unhealthy for Sensitive Groups,1
2015-01-24,Rajendranagar,242.12570853703247,235.2763841943248,13.210705819745915,42.24377852498303,3.5142980184252726,56.39922946676279,170.86013340541191,Unhealthy for Sensitive Groups,1
2015-01-25,Rajendranagar,146.67863454406262,64.6093980457939,85.09308998349897,18.185896640020562,2.980197484825224,19.809999087667848,89.92567303408941,Moderate,0
2015-01-26,Rajendranagar,56.426870308418515,84.72124883658205,117.40900814036313,72.85598836694842,0.24208404724614527,66.32725573631055,76.04490909570964,Moderate,0
