Date,City,PM2.5,PM10,NO2,SO2,CO,O3,AQI,AQI_Category,Unhealthy
2015-01-01,Warangal,64.65316266119332,37.70360672716083,21.525053632289968,63.38411235173367,2.694235128652255,144.77153202743378,60.009090180779836,Moderate,0
2015-01-02,Warangal,44.36693644859114,264.1395065861378,126.63380997608998,60.06648909132919,0.9696609914559577,56.60511779229216,101.04487286341407,Moderate,0
2015-01-03,Warangal,116.73714613317381,173.32939443892295,102.59835898212647,9.076228854330807,1.2274140101016278,149.85560742404624,118.25149377700363,Moderate,0
2015-01-04,Warangal,223.1146270532745,156.3786640886447,86.76447355303334,57.74629494251653,0.9879684137067246,71.15086068825084,161.1538545858462,Unhealthy for Sensitive Groups,1
2015-01-05,Warangal,197.32905324007893,361.94108298158034,109.55292583019141,57.28371932296106,1.7601257326428537,30.96746074599634,168.28069265569937,Unhealthy for Sensitive Groups,1
2015-01-06,Warangal,144.14658148539422,167.76568037380918,51.69979260338081,8.125826937838298,4.083349186430292,186.9406592062542,129.3514735613313,Unhealthy for Sensitive Groups,1
2015-01-07,Warangal,171.51358425980212,51.30326371746548,39.30841849258856,51.71755975637231,3.84009743199548,62.03007862885924,90.62667325428781,Moderate,0
2015-01-08,Warangal,178.27346540678266,319.1120953524695,22.95767387234353,6.453728118723756,3.8417149649121183,76.73123373131273,159.40832979007172,Unhealthy for Sensitive Groups,1
2015-01-09,Warangal,217.72646372574837,25.736822475282885,81.2836319214736,48.57509636120926,2.5911892855586727,85.74185368731295,95.0224875987783,Moderate,0
2015-01-10,Warangal,217.63998215740543,238.90523755797375,108.81778056355,53.93118331457194,4.16046900331461,100.30566554744658,160.5667766017116,Unhealthy for Sensitive Groups,1
2015-01-11,Warangal,146.19064824086922,378.0436211998861,136.86727803445208,19.112372357307212,2.455852224080664,22.691444679812676,171.0018455174163,Unhealthy for Sensitive Groups,1
2015-01-12,Warangal,28.005675368407505,215.79421182646104,36.550251290088454,7.861150347851752,0.6119637370083898,113.5515989875487,86.65079697993778,Moderate,0
2015-01-13,Warangal,216.5167441450972,297.59617345056415,96.59975065735469,54.16275384708547,1.15220211309566,199.87367333791192,200.3919936457828,Unhealthy,1
2015-01-14,Warangal,184.2394328300563,12.07225551065492,144.03642161260944,53.082755605533,1.9124542656758121,96.4424603046721,124.21955929150852,Unhealthy for Sensitive Groups,1
2015-01-15,Warangal,121.17258812639467,57.19975018922529,60.5662280623515,37.935549365165485,2.366834432475275,76.58933844040631,85.59293236881956,Moderate,0
2015-01-16,Warangal,49.38159063599668,110.02059379653873,26.099745004167076,63.545167127759676,3.207791145789959,182.18830498019497,79.6855819209823,Moderate,0
2015-01-17,Warangal,67.39430240128254,266.24189431130185,124.33551829480554,71.9892826684796,2.055635567831388,173.01191652552657,136.43142759616018,Unhealthy for Sensitive Groups,1
2015-01-18,Warangal,127.05795053101905,271.75141461807857,79.01671904523398,46.73235758349618,4.067403864631559,15.25004824262682,114.35157872105549,Moderate,0
2015-01-19,Warangal,202.60748122605517,232.980933426062,131.09920429776486,29.350129933657456,3.1871694299579474,19.94626569382446,148.5924153816247,Unhealthy for Sensitive Groups,1
2015-01-20,Warangal,138.94086611494714,202.10193759378606,68.67394581670332,57.02873885090066,1.1835039881561735,164.0941209655231,137.36292896100795,Unhealthy for Sensitive Groups,1
2015-01-21,Warangal,98.25270690176212,102.61663713338042,128.37364981170384,62.04223997607567,2.3310602093034496,73.97407709053137,99.5900498390387,Moderate,0
2015-01-22,Warangal,229.29463290907026,36.65774812088386,86.16297589338286,29.799569396273846,0.29048111538177757,85.59693162070002,119.13616864571273,Moderate,0
2015-01-23,Warangal,48.21481169402471,122.66512617457461,27.587122784124674,73.64467937456345,2.60652735175048,58.5313733987572,68.16769172395173,Moderate,0
2015-01-24,Warangal,60.03082490174372,276.7079162157839,96.35270868972997,69.78972736052883,4.073975337167139,42.80490620854206,125.3628779640584,Unhealthy for Sensitive Groups,1
2015-01-25,Warangal,162.6765353231486,268.05687247594403,70.65959676622738,79.16926209527905,0.5896661975666073,158.12564208306836,174.09836965191496,Unhealthy for Sensitive Groups,1
2015-01-26,Warangal,192.39639907782143,34.333686753328124,72.27788552885522,74.57499084251242,0.8855142936262874,73.69240424057861,88.97849496699013,Moderate,0
2015-01-27,Warangal,20.889130648327246,56.95115572774471,134.4080186230417,15.169021318900466,4.477949365418868,55.355789947662075,48.71442472345559,Good,0
2015-01-28,Warangal,127.22759759558224,318.7076990106343,54.738873325553534,49.26907889101434,0.49096670580660184,154.65643467854954,156.20163755639823,Unhealthy for Sensitive Groups,1
2015-01-29,Warangal,147.12112092026373,352.21331819524795,96.46171092502999,72.83052759066865,2.4307096515320943,176.5550028904137,185.63913269524335,Unhealthy,1
2015-01-30,Warangal,41.125869043039565,244.95528236696924,6.028312852283793,58.85189974011047,1.4220006836725845,61.76482381067801,86.56454467038128,Moderate,0
2015-01-31,Warangal,22.688610199898083,242.89056933621774,136.89133171108693,53.0303908357348,1.6219447598371153,173.2446178881106,109.31830965233442,Moderate,0
2015-02-01,Warangal,186.48831134978008,256.2099457058756,69.0948460350129,41.06837525938873,0.16835019159036613,17.974817986266142,134.94233202480132,Unhealthy for Sensitive Groups,1
2015-02-02,Warangal,23.853534399156242,118.36258267498778,29.107022900706593,36.7669260304238,2.325926549366084,161.76664753177943,59.851335246195134,Good,0
2015-02-03,Warangal,180.4131960676124,204.04054233697985,92.13709525796925,17.041489497495157,0.5649327277231158,95.44782801250017,144.41412711325503,Unhealthy for Sensitive Groups,1
2015-02-04,Warangal,69.4625796281565,332.7456903868783,34.852888285856565,7.7131571203764295,1.3215472150225958,24.053005581481635,122.7544488866003,Unhealthy for Sensitive Groups,1
2015-02-05,Warangal,165.95401328544918,182.42174352509082,104.24312735504958,23.30645038885572,4.302514342384954,10.882451786147866,131.2153963177526,Unhealthy for Sensitive Groups,1
2015-02-06,Warangal,95.14548406901069,130.30262978089877,117.80782087778584,64.09334498096112,0.10118028513754573,100.79668807408095,102.9644668823645,Moderate,0
2015-02-07,Warangal,246.48436125709716,49.248616624178,41.89979308464774,16.61304972348953,3.995857117787704,161.16054894303375,94.82468658638847,Moderate,0
2015-02-08,Warangal,172.75913727570043,88.18506105607709,76.95468717561802,8.611760045253988,0.8514876543371537,161.2970353338561,115.00743292994085,Moderate,0
2015-02-09,Warangal,80.44283568984177,99.2614303685646,35.59063413989281,18.435119875842684,3.6552844130437467,104.20960590976458,83.91440040394484,Moderate,0
2015-02-10,Warangal,6.281255318013621,157.82578929938367,83.72636445095253,19.249513588634084,1.927734789404948,195.22578135193618,89.45556860694462,Moderate,0
2015-02-11,Warangal,69.97458008202274,14.837574148152768,89.55388176943961,10.252791938808109,1.8144877718722536,13.506719618174301,33.83671815155499,Good,0
2015-02-12,Warangal,112.8487544990952,268.0702862311431,54.08349751669356,50.74561409181089,1.7213467296995921,73.47467130939097,126.75391044833188,Unhealthy for Sensitive Groups,1
2015-02-13,Warangal,111.71791212916858,166.73600795738474,49.09372221583616,36.84568297428864,0.6191839655858337,167.49045127541677,127.12171361453778,Unhealthy for Sensitive Groups,1
